name,composers,premiere_date,premiere_place,Language,year,librettist,summary
Die Verurteilung des Lukullus,,,,,1951,,
Wuthering Heights,Bernard Herrmann,"November 6, 1982",Portland Opera,English,1951,Lucille Fletcher," is the sole opera written by . He worked on it from 1943 to 1951. It is cast in a prologue, 4 acts, and an epilogue that repeats the music of the prologue. The opera was recorded in full by the composer in 1966, but it had to wait until April 2011, the centenary of the composer's birth, for a complete theatrical performance (there was an abridged stage production in 1982 and a concert version in 2010).
The  was by Herrmann's first wife, , based on the first part of 's 1847 . Fletcher also interpolated some text from the second part of the novel, and from some unrelated poems by Emily Brontë (such as ""I have been wandering through the Green Woods""). By the time the work was finished, Fletcher and Herrmann had divorced and he had married her cousin Lucy.
Although the work is largely unknown, Lucille Fletcher said it was ""perhaps the closest to his talent and heart"".
Herrmann started work on the opera in April 1943, while composing the film score for  (an adaptation of  by Emily Brontë's sister ). It received a boost in 1946, when Herrmann and Fletcher made a visit to the moor country near , while he was fulfilling conducting engagements with the . There, they visited the  at .
He completed the composition in . On the score, Herrmann wrote that he finished the work at 3:45 pm on 30 June 1951.
 was never staged in Herrmann's lifetime, despite a number of attempts on his part. One of the few opportunities to mount a staged production during Herrmann's lifetime was one offered by , but either because Rudel insisted on cuts and a different, up-beat ending, which the composer refused to permit, or because of scheduling challenges – sources differ on the details – the production did not eventuate.  It had earlier been under consideration by Sir , conductor of the Hallé Orchestra, but a perusal of the enormous score caused him to reconsider. It was also briefly considered by the , as a project for  to conduct, but he was unavailable so the idea was dropped. In 1957, the  Opera considered staging it, and Herrmann was convinced it was going ahead, even believing that the contracts had been signed for an April 1958 performance – but it too was dropped.
Its official world stage premiere was on 6 November 1982, almost seven years after Herrmann's death, by the  in Portland, Oregon.  However, that performance omitted 30 to 40 minutes of the music, and the ending was changed to the one Julius Rudel had proposed many years earlier.  was asked to direct the production, but declined. The cast included mezzo-soprano  as Nelly Dean. The production was to have been videotaped for later broadcast on PBS, but this was not done due to the high cost of videotape.  Most reviews of the performance were unenthusiastic.
A concert version under the title  was presented on 14 July 2010 at the Radio France and Montpellier Languedoc-Rousillon Festival, conducted by .
In April 2011, to mark the centenary of Bernard Herrmann's birth,  was finally presented in full for the first time, by  under . The production was filmed in , and will be available for streaming by the  from October 10 to October 24, 2020.
The European stage premiere was on 11 April 2015 by the  under Enrico Delamboye. The performance was broadcast live by  but not published.
 was recorded, in full, by Pye Records in 1966, under the direction of the composer, who conducted the . The recording was made 11–13 May 1966. The singers included  as Cathy (soprano),  as Heathcliff (baritone),  (as Edgar Linton),  (as Isabel Linton), , , , and . The project was principally funded by the composer. The recording, on 4 LPs, received a very limited release (Pye CCL 30173).  It was re-released in 1972 (Unicorn UNB 400) and received very positive critical attention.  It has since been transferred to CD (Unicorn-Kanchana UKCD 2050).
A live performance by the Orchestre National de Montpellier under Alain Altinoglu, with Boaz Daniel and  (Festival de Radio-France-Monpellier, July 2010) was released in October 2011 by the French label Accord/Universal. The 3-CD set received the Diapason d'Or-Découverte and the Diamand award from French magazines  and .
  various themes from Herrmann's earlier film scores:
Some themes from the opera were used in Herrmann's later scores:
"
The Rake's Progress,Igor Stravinsky,11 September 1951,"Teatro La Fenice, Venice",,1951,"
"," is an English-language opera from 1951 in three acts and an epilogue by . The , written by  and , is based loosely on the eight paintings and engravings  (1733–1735) of , which Stravinsky had seen on 2 May 1947, in a Chicago exhibition.
The story concerns the decline and fall of one Tom Rakewell, who deserts Anne Trulove for the delights of London in the company of Nick Shadow, who turns out to be the . After several misadventures, all initiated by the devious Shadow, Tom ends up in , a hospital for the insane at that time situated in the City of London. The moral of the tale is: ""For idle hearts and hands and minds the Devil finds work to do.""
It was first performed at the  in Venice on 11 September 1951, with  creating the role of Anne Trulove, and  that of Tom Rakewell. It was first given in Paris at the  on 18 June 1952, under the baton of  and produced by .
The American premiere was on 14 February 1953, at the  in New York, conducted by  and produced by . Although the BBC had previously produced a studio recording (broadcast on 2 January 1953), and the  mounted a staged production at the King's Theatre in Edinburgh in August 1953, the first staging in England was by the same company at the Glyndebourne Festival itself, opening on 15 July 1954.
In 1957, it was a part of the first season of the  under the direction of , who persuaded the composer to attend rehearsals. Stravinsky returned to the SFO each summer through 1963. In 1961,  produced the opera at the  in Stockholm, where it opened on 22 April. The noteworthy 1975  production was directed by , used sets and costumes were designed by , and starred  as Tom Rakewell.
In 2010 the Berlin Staatsoper debuted 's production, which transported the action from England to America and set it in the 20th century. The production was full of references to American culture, such as .
in 2015, the  produced the opera with the costumes and set designed by , first seen at Glyndebourne in 1975. Utah Symphony music director Thierry Fischer conducted, with stage direction by Roy Rallo, who assisted John Cox during  2000 revival.
Also, in 2015,  presented the David Hockney production. Conductor was Ari Pelto and with the major roles taken by Jonathon Boyd, David Pittsinger, Maureen McKay and Angela Niederloh.
Stravinsky scored the opera for a classical-sized orchestra of two  (one doubling ), two  (one doubling ), two , two , two , two , , ,  (or ) and .
Tom Rakewell is courting Anne Trulove outside her father's house in the country. Father Trulove has doubts about his daughter's proposed marriage and tries to arrange a regular job for Tom; but Tom resists the idea and, left on his own, declares his intention to ""live by my wits and trust to my luck."" When Tom expresses his wish for money, Nick Shadow appears and tells him that an unknown uncle has left him a substantial fortune. He then invites Tom to employ him as a servant and accompany Tom to London to sort out the inheritance.
The second scene, set in Mother Goose's brothel, shows Shadow introducing his new master to the sleazy aspects of London life. But Tom is uneasy and laments his betrayal of love, yet accepts Mother Goose's invitation to spend the night with her. Meanwhile, back in the country, Anne wonders why she has not heard from Tom. She knows somehow that he is in danger, and sets out for London to aid him.
Tom is bored with his dissolute life. He utters his second crucial wish, for happiness, whereupon Nick makes the odd suggestion that he demonstrate his freedom by marrying Baba the Turk, the famous . Soon afterwards Anne finds Tom's London house, only to see him emerge from a sedan chair which also contains Baba, whom he has just married. Tom tells Anne to leave, yet genuinely regrets what has happened.
In the next scene Tom is clearly finding his eccentric marriage intolerable, as Baba is a chatterbox with a fiery temper. He silences her by throwing his wig over her face, then falls asleep. Nick enters with a ""fantastic Baroque Machine"" and demonstrates how, through the use of a hidden compartment in the machine, it appears to turn stones into bread. Tom cries out in his sleep that he wishes it were true, and waking, finds the machine he has dreamt of. Nick hints that if such machines were mass-produced Tom could become a saviour of mankind and Tom sets out to market the machine, not knowing it is a sham.
The plan has failed – the act starts with the auction of the ruined Tom's property by the maniac auctioneer Sellem. The objects for sale include Baba, who has remained immobile since being silenced by the wig. When unwrapped, she resumes her tantrum, now directed at the auction-goers for disturbing her belongings, but calms down when Anne enters. Baba advises her to find Tom and ""set him right"", and warns her against Nick Shadow. She announces her intent to return to her life on the stage.
In a graveyard, Nick reveals his identity and demands payment from Tom, in the form of his soul; but as midnight strikes, Nick offers him an escape in the form of a game of cards; this section is accompanied only by harpsichord. Tom wins, thanks to the benign influence of Anne. Defeated, Nick sinks into the ground, condemning Tom to insanity as he goes. Consigned to Bedlam, Tom believes he is Adonis. Anne (""Venus"") visits him, sings him to sleep, then quietly leaves him. When he realises she has gone, he dies.
In an epilogue, each of the principal characters gives a moral drawn from their scenes in the opera, and then come together to ascribe a final joint moral, ""for idle hands, and hearts and minds, the Devil finds a work to do.""
Shadow (goading Tom into further ridiculous behaviour): 
There have been more than half a dozen recordings of the opera. The Gala recording of the 1951 live performance is available. A Sony recording, with  as Ann and  as Nick Shadow, is from London 1964 and is conducted by Stravinsky himself. It is currently available on the Sony/BMG 22-CD box set .
"
Nelson,,,,,1951,,
Ein Landarzt,Hans Werner Henze,19 November 1951,"NWDR, Hamburg",German,1951,Hans Werner Henze," () is a one-act chamber opera composed by . The libretto was written by Henze and is closely based on 's 1917 short story . The work was originally composed as a  and was premiered on 19 November 1951 in a broadcast by . Henze subsequently revised the work in 1964 both as a  for baritone and chamber orchestra and as a one-act staged opera. The stage version was premiered by the  on 30 November 1965.
The original version of  was composed specifically for radio performance and was a commission from the German public radio network  (NWDR). It premiered as an NWDR radio broadcast from Hamburg on 19 November 1951 with  in the title role and  conducting the . In 1953 the opera was entered in the  where it received the Premio . Henze reworked the opera into two further versions in 1964, a monodrama and a stage version. The original radio opera was itself revised by Henze in 1994 with a narrator added and some of the original  effects removed from the score. This revised version premiered in a  (WDR) broadcast from Cologne on 27 September 1996  with  in the title role and  conducting the . Henze himself took the role of narrator. The 1996 performance was subsequently released on CD in 2005 coupled with another one-act opera by Henze, .
In 1964, Henze reworked the radio opera version as a vehicle for . This version, scored for solo  and chamber orchestra, was premiered by Fischer-Dieskau in a performance in Berlin on 13 October 1965 with Henze conducting the . This version in English translation as  was performed in a semi-staged production at London's St. Pancras Arts Festival in 1966. The monodrama was revived by the  on 8 June 2015, again in a semi-staged production, with Martin Hässler in the title role and Timothy Redmond conducting the Guildhall Orchestra.
The stage version, re-worked from the radio opera by Henze in 1964, premiered at the  on 30 November 1965 in a double bill with the premiere of his . The production was designed and directed by  with  in the title role and  conducting. Its US premiere was in 1968 at the  performed in English translation as . Later performances include Amsterdam (1970),  (1971),  (1974), and Munich (2006).
A country doctor is summoned to a house 10 miles away where a young boy is seriously ill. He asks his maid Rosa to find him a horse, but she returns unsuccessful. A mysterious stable boy appears bringing a team of fine horses and promptly assaults Rosa, kissing and biting her. The doctor is magically transported to the patient's house by the horses but is deeply troubled by having left Rosa in the hands of the boorish stable boy. The young patient, who has a deep wound in his side, begs the doctor to let him die. The boy's family forcibly undress the doctor and make him lie in the boy's bed, threatening to kill him if the boy is not healed. The doctor manages to escape on one of the horses but, as if in a nightmare, finds himself unable to return home and condemned to travel for eternity.
"
Madame Bovary,,,,,1951,,
John Socman,,,,,1951,,
Giants in the Earth,Douglas Moore,"March 28, 1951","Columbia University, New York City",English,1951,Arnold Sundgaard," is a 1951 -winning  in three acts and four scenes by composer . The work uses an English  by  (1909–2006) after 's 1924-5  of the same name. The idea for the opera was originally conceived by Sundgaard, and depicts a story of tragedy and romance among  settlers of  in 1873. Composed during 1949-1949, the work was premiered on March 28, 1951 at 's Brander Matthews Theatre by the Columbia Opera Workshop.
The Pulitzer jury concluded: ""In no opera by an American is there music of such freshness, beauty, and distinctive character. The music has a life of its own apart from its appositeness to the text... Subject, text, and music avoid the cliché and commonplace and combine for an impression of strength and sincerity."" Moore's compositional style is highly  and features a , , ""lack of  repetition,"" with a, ""fluidity and natural feel [to] the vocal lines."" Contrastingly, the lack of character development and liveliness, the almost complete lack of attention grabbing motifs, the length, and the premiere performance have all been criticized.  of  wrote that the opera was mostly, ""recitative of little inherent significance.""
The premiere cast included soprano  as the central figure Beret, along with Josh Wheeler, Roy Johnson, Vivian Bauer, Sam Bertsche, Helen Dautrich, James Cosenza, Frances Paige, Raymond Sharp, and Edward Black. In 1963 Moore improved the orchestration and depiction of Beret at the request of .
The runners up for the Pulitzer that year were 's , 's , and 's .



"
The Dybbuk,,,,,1951,,
Billy Budd,Benjamin Britten,1 December 1951,"Royal Opera House, London",English,1951,"
",", Op. 50, is an opera by  to a  by the English novelist  and , based on the short novel  by . Originally in four acts, the opera received its premiere at the  (ROH), London, on 1 December 1951.  Britten later revised the work into a two-act opera, with a prologue and an epilogue.  The revised version received its first performance at the ROH, Covent Garden, London, on 9 January 1964.
 had an interest in the novella, which he discussed in his Clark lectures at . Forster had admired Britten's music since 1937 when he attended a performance of the play  (for which Britten wrote incidental music). Forster met Britten in October 1942, when he heard  and Britten perform Britten's  at the .  In 1948, Britten and Forster discussed whether Forster might write an opera libretto. They agreed on  as a work to be adapted into an opera, with a formal meeting in January 1949 to discuss the project.  Forster worked with , a regular Britten collaborator, to write the libretto.  Scholar Hanna Rochlitz has studied the adaptation and collaboration in detail.
While Britten was composing the music, the Italian composer  premiered his one-act operatic setting of  at the 1949 Venice International Festival. This disturbed Britten, but Ghedini's opera gained little notice.
Britten originally intended the title role for , who prepared it but withdrew because it lay too high for his voice. Britten chose  to replace him, and Evans sang a different role, that of Mr Flint.
When Britten conducted the opera's premiere, in its original form of four acts, the performance received 15 curtain calls.  Critical reaction to the premiere, according to a December 1951  article, was ""a very good press and a very fair one, enthusiastic if not really ecstatic"".   received its United States première in 1952 in performances by  Opera Company.  In 1952, NBC television presented a condensed version of the opera.   Performances of the original version fell off in number in the subsequent years.  The original four-act version has been occasionally revived, such as at the  in 2001 and 2011.
In 1960, Britten revised the score into a two-act version, in preparation for a  broadcast. Vere's first appearance after the prologue had been originally the Captain's Muster, in which he addresses the crew at the end of Act 1; Britten cut this, explaining to his librettist Eric Crozier that he had never been happy with that scene, so making Vere's first appearance on the ship a private moment alone in his cabin. Britten changed some of the structural balance from the contrasting Acts 3 and 4.  The first performance of the revised two-act version was on 9 January 1964 at the Royal Opera House, Covent Garden, conducted by Georg Solti, The 1966 BBC Television broadcast was conducted by , with  (baritone) as Billy, Peter Pears as Vere, and  as Claggart. The 1967  studio recording was made of the two-act version; the recording sessions were attended by staff from the , Covent Garden.
The first USA performance of the revised two-act edition was on 4 January 1966 by the American Opera Society.  The opera was produced in November 1970 at the , with Uppman reprising the title role,  as Vere, Geraint Evans as Claggart,  as Redburn,  as Flint, and  as Ratcliffe.
The  first staged  in 1978.   first staged the opera in 2010, in the operatic directorial debut of ; the production was revived in 2013.
A new performing edition of the work, with a revised orchestration by , premiered at  on 1 July 2017.
Baritones who have sung the role of Billy Budd include , , , , , , , , , ,  and . Notable Veres have included , , , , and .
Several academic studies investigate various thematic undertones in the opera, including homosexuality and salvation.
 is one of very few operas to have an all-male cast.
4  (2nd, 3rd and 4th doubling ), 2 , , 2  (2nd doubling  and 2nd ),  (doubling 3rd ), , 2 , , 4 , 4  (3rd in D), 3 , , , percussion (six players , , , , , , , , , , small , 4  (played by drummers on stage), , .


HMS Indomitable











Captain Edward Fairfax Vere, an old man, reflects on his life and his time in the navy. He reflects on the conflict between good and evil, tormented by guilt over the case of Billy Budd on board his ship, HMS , some years earlier.
The crew of the  works on deck. For slipping and bumping into an officer, the Novice is sentenced to be flogged. At the same time a cutter approaches, returning from a merchant ship where it has  three sailors into the .
One of these sailors, Billy Budd, seems overjoyed with his situation – entirely different from the other two, Joseph Higgins and Arthur Jones, who are not so happy. Claggart, the , calls him ""a find in a thousand"", despite having a stammer. Billy says a jaunty farewell to the , his former ship, innocent of what his words imply. The officers, forgetting mention of the name of his prior ship, take his words as a deliberate provocation and order the men below decks. Claggart tells Squeak, the ship's corporal, to keep an eye on Billy and give him a rough time.
The Novice is brought back from his flogging, unable to walk and helped along by a friend. The cruelty of the punishment shocks Billy, but he feels certain that if he follows the rules he will be in no danger. Dansker, an old sailor, nicknames Billy ""Baby Budd"" for his naïveté.
At this point in the four-act version, the climax of Act I features Captain Vere on deck to give a speech to the men. In the two-act version, after Billy has asked about the ship's captain, Dansker mentions Captain Vere's nickname, ""Starry Vere,"" and this is enough for the impulsive Billy to swear his loyalty to the unseen captain.
In his cabin, Captain Vere muses over classical literature. His officers Mr Redburn and Mr Flint enter, and they discuss the Revolution in France and the  sparked by French ideas of democracy. The officers warn that Billy may cause trouble, but Vere dismisses their fears and expresses his love for the men under his command.
Below decks, the sailors rough-house, but Dansker remains aloof. Billy goes for some tobacco to cheer him up, and discovers Squeak rifling through his kit. In a rage, Billy begins to stammer. Squeak draws a knife, and fights with Billy, who knocks Squeak to the ground as Claggart and the corporals enter. Billy is still unable to speak, but Dansker relates the events of the fight at Claggart's request.  Claggart sends Squeak to the brig, to keep him silent.  When alone, Claggart reveals his hatred for Billy and vows to destroy him. He orders the Novice to try to bribe Billy into joining a , and the broken-spirited Novice quickly agrees. Billy refuses the bribe and believes he will be rewarded, but Dansker warns him to beware of Claggart.
Claggart asks to see Vere, and after being granted access, begins to tell Vere about danger of mutiny led by one of the crew.  However, the sighting of a French ship interrupts Claggart's narrative. The  goes in pursuit, and fires a warning shot, but loses the enemy in the mist. Claggart returns, and tells Vere that Billy poses a threat of mutiny. Vere does not believe him and sends for Billy so that Claggart may confront him.
Later, in Vere's cabin, Claggart repeats the false charge to Billy's face. Once again, Billy begins to stammer in rage. Unable to speak, he strikes Claggart, killing him. Captain Vere convenes a drumhead court for an immediate .  The officers find Billy guilty and sentence him to hang. Billy begs Vere to save him, and the officers appeal to him for guidance, but Vere remains silent and accepts their verdict. He goes into the cabin where Billy is being held.  The meeting between Captain Vere and Billy Budd is represented by 34 orchestral block chords, with no words.  (This was the end of Act 3 in the four-act version.)
Billy prepares for his execution in his cell. Dansker brings him a drink and reveals that the crew is willing to mutiny for his sake, but Billy argues against that and is resigned to his fate. At four o'clock that morning, the crew assembles on deck, and Billy is brought out. The Articles of War are read, and state that Billy must be hanged. Just before his execution, he praises Vere with his final words, singing ""Starry Vere, God Bless you!"".  Following the execution, the crew begins to mutter in disaffection, which the officers quickly react to suppress.
Vere, as an old man, remembers Billy's burial at sea, and acknowledges that he could have saved Billy, but failed to do so, thinking that Billy has instead blessed and saved him. As he recalls Billy's blessing, he realises he has discovered genuine goodness and can be at peace with himself.



"
Amahl and the Night Visitors,,"December 24, 1951","NBC Opera Theatre, New York",English,1951,Menotti," is an  in one act by  with an original English  by the . It was commissioned by  and first performed by the  on December 24, 1951, in  at NBC  in , where it was broadcast live on television from that venue as the debut production of the . It was the first  in the United States.
Menotti was commissioned by , director of 's new opera programming, to write the first  for . The composer had trouble settling on a subject for the opera, but took his inspiration from 's  hanging in  in .
As the airdate neared, Menotti had yet to finish the score. The singers had little time to rehearse, and received the final passages of the score just days before the broadcast. The composer's partner  was brought in to complete the orchestrations. After the dress rehearsal, NBC Symphony conductor  told Menotti, ""This is the best you've ever done.""
Menotti distinctly wanted Amahl to be performed by a boy. In the ""Production Notes"" contained in the piano-vocal score he wrote: ""It is the express wish of the composer that the role of Amahl should always be performed by a boy. Neither the musical nor the dramatic concept of the opera permits the substitution of a woman costumed as a child.""
The booklet with the original cast recording contains the following anecdote:
Menotti wrote  with the stage in mind, even though it was intended for broadcast. ""On television you're lucky if they ever repeat anything. Writing an opera is a big effort and to give it away for one performance is stupid."" The composer appeared on-screen in the premiere to introduce the opera and give the background of the events leading up to its composition. He also brought out director  and conductor  to thank them on-screen.
 was seen on 35 NBC affiliates coast to coast, the largest network hookup for an opera broadcast to that date. An estimated five million people saw the live broadcast, the largest audience ever to see a televised opera.
For its first three telecasts, the program had been presented in black-and-white (there were two presentations of it in 1952, one on Easter and one during the Christmas season), but beginning in 1953, it was telecast in color. Because it was an opera, and commercial network television executives had increasingly little confidence in presenting opera on television, it later began to be scheduled, with rare exceptions, as an afternoon television program, rather than shown in  as had been done in its first few telecasts. According to , the first stage performance was presented at , on February 21, 1952, with conductor Ernest Hoffman. The opera's second performance was in Boston on December 18 and 19, 1952. It was presented by the Opera Club at the Agassiz Theatre of Radcliffe College, under the direction of Thomas H. Phillips for the . James Hercules Sutton, 9, soloist for Alfred Nash Patterson at the Church of the Advent, played Amahl; Claire Smith played the mother; Walter Lambert, Paul Johnson and Hermann Gantt played the three kings.
For years,  was presented live, but in 1963 it was videotaped by NBC with conductor  and an all-new cast featuring  as Amahl, Martha King as the Mother, and , , and  as the . This was first television production of ""Amahl"" in which the role of King Balthazar was sung by a real African-American. Earlier productions, including the 1951 original version, had had a white man in blackface singing the role. When Menotti found out that NBC had scheduled the taping on a date when he was out of the country, he tried to get the date changed. The network refused and recorded the 1963 performance without the composer's presence or participation, telecasting it in December 1963, and twice more after that — in 1964 and 1965. Menotti never approved of the 1963 production, and in May 1966 when the rights to future broadcasts reverted to him, the composer refused to allow it to be shown again. Because of this,  was not shown on television at all between 1966 and 1978.
In 1978, a new production starring  as Amahl's mother, Robert Sapolsky as Amahl, and ,  and  as the Three Kings was filmed by NBC, partly on location in the . As was the norm for filmed opera, the music was pre-recorded and the singers mimed their performances to the playback. It did not, however, become an annual tradition the way the 1951 and 1963 versions had.
The BBC made several productions of  in the 1950s. The first performance was broadcast on December 20, 1953, with Charles Vignoles as Amahl, and Gladys Whitred as his mother. The Three Kings were sung by John Lewis (Kaspar), Scott Joynt (Balthasar), and  (Melchior).  was the Page and Josephine Gordon was the dancer. The opera was produced by Christian Simpson and the conductor was Stanford Robinson.
This performance was so successful that it was repeated on Christmas Eve 1954 with substantially the same cast apart from the Page sung by John Carvalho and the dancer, Betty Ferrier. 
Both performances were broadcast live. A  of the 1954 performance was broadcast on Christmas Eve 1956 but this recording seems to have been discarded.
An audio recording of the 1954 performance exists in private hands.
Further performances followed in subsequent years. The 1955 performance was also produced by Christian Simpson, starring Malcolm Day as Amahl, with Gladys Whitred as Amahl's mother. Music was provided by the Sinfonia of London. It appears that this performance was also broadcast live. It was either not recorded or the recording was discarded. It does not exist in the BBC Archives. 
The second production was broadcast on December 24, 1959. This version exists as a 35 mm telerecording in the BBC Archives. This version was again produced by Christian Simpson and starred Christopher Nicholls as Amahl and  as Amahl's mother. This time music was provided by the .
A version was broadcast on  on . It was aired live in Melbourne on 18 December 1957, and was kinescoped to be shown in Sydney on Christmas Day. It is not known if the  recording still exists.
Amahl, a disabled boy who can walk only with a crutch, has a problem with telling tall tales. He is sitting outside playing his shepherd's pipe when his mother calls for him (""Amahl! Amahl!""). After much persuasion, he enters the house but his mother does not believe him when he tells her there is an amazing star ""as big as a window"" outside over their roof (""O Mother You Should Go Out and See""; ""Stop Bothering Me!"").
Later that night, Amahl's mother weeps, praying that Amahl not become a beggar (""Don't Cry Mother Dear""). After bedtime (""From Far Away We Come""), there is a knock at the door and the mother tells Amahl to go see who it is (""Amahl ... Yes Mother!""). He is amazed when he sees three splendidly dressed kings (the ). At first the mother does not believe Amahl, but when she goes to the door to see for herself, she is stunned. The Three Kings tell the mother and Amahl they are on a long journey to give gifts to a wondrous Child and they would like to rest at their house, to which the mother agrees (""Good Evening!""; ""Come In!""), saying that all she can offer is ""a cold fireplace and a bed of straw"". The mother goes to fetch firewood, and Amahl seizes the opportunity to speak with the kings. King Balthazar answers Amahl's questions about his life as a king and asks what Amahl does. Amahl responds that he was once a shepherd, but his mother had to sell his sheep. Now, he and his mother will have to go begging. Amahl then talks with King Kaspar, who is childlike, eccentric, and a bit deaf. Kaspar shows Amahl his box of magic stones, beads, and licorice, and offers Amahl some of the candy (""Are You a Real King?""; ""This is My Box""). The mother returns (""Amahl, I Told You Not to Be a Nuisance!""). He defends himself, saying ""They kept asking me questions,"" when of course it has in fact been Amahl asking the kings questions. Amahl is told to go fetch the neighbors (""All These Beautiful Things""; ""Have You Seen a Child?"") so the kings may be fed and entertained properly (""Shepherds! Shepherds!""; ""Emily! Emily""; ""Olives and Quinces""; ""Dance of the Shepherds"").
After the neighbors have left and the kings are resting, the mother attempts to steal for her son some of the kings' gold that was meant for the  (""All That Gold""). She is thwarted by the kings' page (""Thief! Thief!""). When Amahl wakes to find the page grabbing his mother, he attacks him (""Don't You Dare!""). Seeing Amahl's defense of his mother and understanding the motives for the attempted theft, King Melchior says she may keep the gold as the Holy Child will not need earthly power or wealth to build his kingdom (""Oh, Woman, You Can Keep That Gold""). The mother says she has waited all her life for such a king and asks the kings to take back the gold. She wishes to send a gift but has nothing to send. Amahl, too, has nothing to give the Child except his crutch (""Oh, No, Wait""). When he offers it to the kings, his leg is miraculously healed (""I Walk, Mother""). With permission from his mother, he leaves with the kings to see the Child and give his crutch in thanks for being healed.
For several years it was assumed that the film () of the original telecast had been lost, but a copy was found, transferred to video, and is now available at  (formerly The Museum of Television & Radio) and online at the .
The original 1951 telecast has never been rebroadcast, although  have been made. A  of the 1955 broadcast starring Bill McIver as Amahl was digitized in 2007 and is available commercially on DVD. The 1955 and 1978 productions are the only ones released on video.  of both the 1951 and the 1963 productions were released on  by , and the 1951 cast recording was reissued on  in 1987. The 1963 recording of  was the first recording of the opera made in .
 was the first network television Christmas special to become an annual tradition. There had already been several television productions of '  since about 1947, but they had not been shown annually or presented by the same , with the same general technical staff, as  was. Until 1963,  was nearly always presented with many of the same singers and production staff. From 1951 until 1966 it was presented every year on  (which commissioned Menotti to write it) on or around , as an episode of an existing anthology series, such as , , or the . The 1978 production of  also premiered on NBC, before it went to  in the early 1980s.


"
Mirandolina,,,,,1959,,
Keshan hong ri,,,,,1959,,
Julietta,,,,,1959,,
Die Ermordung Cäsars,Giselher Klebe,20 September 1959,"Grillo-Theater, Essen",German,1959,Klebe," (),  32, is an  in one act by  who also wrote the  based on the translation by  of 's play .
It premiered on 20 September 1959 at the , Essen, with  conducting. It is dedicated to the German composer . The opera is scored for  flute; soprano, alto, tenor and baritone ; ; ; ; ; ; ; ; several . A performance takes about 50 minutes.
Time and Place: , 15 March 44 BC ()
"
Aniara,Karl-Birger Blomdahl,31 May 1959,"Royal Swedish Opera, Stockholm",Swedish,1959,Erik Lindegren," is an  in two acts by , with a  by  based on the poem  by , that was premiered on 31 May 1959. The opera was described by the composer with the ambiguous phrase : ""a revue about Man in Time and Space"".
The score of  is varied and makes full use of a range of musical , including ,  and an . The  is sung primarily by Mimaroben, a , who operates the electronic tape, Mima, the computer, and by the . In essence the opera (and poem) deal with the relationship between the individual and the group through time.
Many representatives of the international press were at the  in Stockholm for the premiere in 1959 at a time when the space age was beginning. Blomdahl said in interview that the opera (in common with his next opera ) was founded on ""modern man's complexity and his basically impossible situation"";  dealt with ""the downfall of the group"". A production was mounted in Gothenburg in 1994.
Controlled by the  Mima, the   leaves the poisoned , heading for . Through Mimaroben, who is the operator of Mima, the emigrants learn of the evil of mankind.
During the celebration of midsummer, the vessel is thrown off course, causing panic, and forcing a journey to the   which commander Chefone says will last for the rest of the lives of the crew and passengers. When the Earth is destroyed, Mima cannot continue, and Sandon makes jokes about the safety on board, but when the mute describes in signs the end of the world he becomes silent. Chefone blames Mimaroben, who, with the pilot Isagel, is taken away.
The commander deals as best he can with the increased despair and moral deterioration among those aboard, depicted in a scene in a hall of mirrors, where Daisy Dodd, her lesbian partner, and the passengers dance, and the blind poetess speaks of her cult of Light, which has replaced Mima. 
The body of the dead chief technician is shot into outer space in the direction of the star . The 20th anniversary of the voyage is celebrated, and the blind poetess ecstatically sees the city of heaven, but is taken away.
The final scene shows the last night onboard where Isagel dances and the blind poetess sings of the joy of death. A light beam sweeps over the dead passengers and Mimaroben prepares for the end. Finally darkness descends over the occupants of the space ship, and the audience in the theatre.
The first recording was released in 1960 by  (catalog number – M2S 902) featuring  conducting members of Royal Swedish Opera. The first broadcast performance was broadcast by Swedish Radio; a subsequent recording in 1985 with the  was conducted by , and included Viveka Anderberg, , , , Thomas Sunnegårdh and Jerker Arvidssonin among the cast (Caprice CAP 22016: 1–2) (CD).
"
